Title	URL	Author	Page views	Creation date	Status
Chelsea Superstar N'Golo Kante Claims He Could Finish His Career at Stamford Bridge	https://assets.msn.com/labs/mind/BBWyca1.html	soccer	4.0	Nov 2019	soccer
'The bridge has definitely been burned': Williams says Redskins have smeared him in aftermath of cancer diagnosis	https://assets.msn.com/labs/mind/BBWsPhd.html	football_nfl	106.0	Nov 2019	football_nfl
Many of Cleveland's United passengers are 'loyal by default,' divided over airline's improvements	https://assets.msn.com/labs/mind/BBWDX6A.html	travelnews	4.0	Nov 2019	travelnews
Arkansas football coach Chad Morris out in middle of his second season	https://assets.msn.com/labs/mind/BBWycdh.html	football_ncaa	2065.0	Nov 2019	football_ncaa
Every Food Gift on Oprah's Favorite Things List	https://assets.msn.com/labs/mind/BBWsPmo.html	foodnews	527.0	Nov 2019	foodnews
High school football Week 11: Cast your vote for the Independent Mail Athlete of the Week	https://assets.msn.com/labs/mind/BBWDX6R.html	football_nfl	13.0	Nov 2019	football_nfl
Best Store-Bought Desserts From Costco, Trader Joe's, and Aldi	https://assets.msn.com/labs/mind/BBWsPqa.html	tipsandtricks	307.0	Nov 2019	tipsandtricks
"An historic anniversary: ""Face the Nation"" marks 65 years on the air"	https://assets.msn.com/labs/mind/BBWycfm.html	news	14.0	Nov 2019	news
A Beginner's Guide to Astrological Rising Signs and What They Mean	https://assets.msn.com/labs/mind/BBWDX6b.html	lifestylehoroscope	52.0	Nov 2019	lifestylehoroscope
Does impeachment resonate with Americans outside the Beltway?	https://assets.msn.com/labs/mind/BBWycfn.html	news	3.0	Nov 2019	news
Aurora Police Officer Adam Miller Returns To Duty After Henry Pratt Workplace Shooting	https://assets.msn.com/labs/mind/BBWDXAD.html	newscrime	28.999999999999996	Nov 2019	newscrime
Kanye West Calls Himself a 'Christian Genius Billionaire,' Talks 2024 Presidential Run, Algae Sneakers	https://assets.msn.com/labs/mind/BBWsPyF.html	music-celebrity	366.0	Nov 2019	music-celebrity
Jennifer Aniston shares special throwback 'Friends' pic for hairstylist's birthday	https://assets.msn.com/labs/mind/BBWycgE.html	tv-celebrity	119.99999999999999	Nov 2019	tv-celebrity
How To Size A Motorcycle Helmet	https://assets.msn.com/labs/mind/BBWDXP7.html	autosmotorcycles	3.0	Nov 2019	autosmotorcycles
Suspect arrested in disappearance of college student	https://assets.msn.com/labs/mind/BBWsQ7H.html	newscrime	567.0	Nov 2019	newscrime
The good, the bad and the ugly of the Cardinals' 30-27 loss to the Buccaneers	https://assets.msn.com/labs/mind/BBWDXPJ.html	football_nfl	14.0	Nov 2019	football_nfl
After frustrating 1-3 road trip, Sixers return home to face Hornets	https://assets.msn.com/labs/mind/BBWycmy.html	basketball_nba	7.0	Nov 2019	basketball_nba
Motorcycle rider dies after crash during Enduro race in Darke County	https://assets.msn.com/labs/mind/BBWycp6.html	autosnews	16.0	Nov 2019	autosnews
Republicans Know Trump Is Innocent They're Trying to Figure Out Why	https://assets.msn.com/labs/mind/BBWDXQL.html	newsopinion	948.0	Nov 2019	newsopinion
On GPS: Polls show Trump remains competitive in key states	https://assets.msn.com/labs/mind/BBWycpu.html	news	6.0	Nov 2019	news
Instagram Stories launches TikTok clone Reels in Brazil	https://assets.msn.com/labs/mind/BBWDXRq.html	newsscienceandtechnology	84.0	Nov 2019	newsscienceandtechnology
Newport's 22nd annual illuminated boat parade to kick off holiday season	https://assets.msn.com/labs/mind/BBWycsQ.html	travelarticle	14.0	Nov 2019	travelarticle
Arizona's water supplies are drying up. How will its farmers survive?	https://assets.msn.com/labs/mind/BBWDXSE.html	lifestylebuzz	139.0	Nov 2019	lifestylebuzz
5 things we learned about Big Ten football after Week 11, including 'elite' coaching at Minnesota and a day to remember for Lovie Smith. Plus, our updated power rankings.	https://assets.msn.com/labs/mind/BBWycyX.html	football_ncaa	18.0	Nov 2019	football_ncaa
High school football: Breaking down the Class C playoff bracket	https://assets.msn.com/labs/mind/BBWDXU9.html	football_ncaa	5.0	Nov 2019	football_ncaa
Burning Falcons vs. Saints Questions, Week 10: Does Atlanta stand a chance?	https://assets.msn.com/labs/mind/BBWyd0e.html	football_nfl	30.0	Nov 2019	football_nfl
Dolphins originally tried to send Reshad Jones to Steelers before agreeing to Minkah Fitzpatrick trade	https://assets.msn.com/labs/mind/BBWyd4l.html	football_nfl	126.0	Nov 2019	football_nfl
How to Retire Rich When You Haven't Started Saving Yet	https://assets.msn.com/labs/mind/BBWDXbM.html	finance-retirement	150.0	Nov 2019	finance-retirement
Corporate America is quietly working to suppress the voices of small investors	https://assets.msn.com/labs/mind/BBWsQgr.html	markets	231.0	Nov 2019	markets
Animal cruelty could soon become a felony crime across all 50 states	https://assets.msn.com/labs/mind/BBWyd7g.html	newspolitics	15.0	Nov 2019	newspolitics
Advocacy groups push Senate to include election security money in funding bill	https://assets.msn.com/labs/mind/BBWDXcA.html	elections-2020-us	744.0000000000001	Nov 2019	elections-2020-us
St. Cloud Hospital births from Oct. 31-Nov. 6	https://assets.msn.com/labs/mind/BBWyd8D.html	newstrends	7.0	Nov 2019	newstrends
Moto Adonis Tackles A Custom Ducati S4R	https://assets.msn.com/labs/mind/BBWydBc.html	autosmotorcycles	22.0	Nov 2019	autosmotorcycles
Man hurt in east Charlotte stabbing, police say	https://assets.msn.com/labs/mind/BBWDXf0.html	newscrime	32.0	Nov 2019	newscrime
Lebanon man thankful he wasn't home during Metro East natural gas explosion	https://assets.msn.com/labs/mind/BBWydBn.html	newsoffbeat	25.0	Nov 2019	newsoffbeat
'We're just going to clean up and get back to serving beef,' Beefy King owner says after fire	https://assets.msn.com/labs/mind/BBWDXgg.html	newsoffbeat	26.0	Nov 2019	newsoffbeat
Richard Sherman's motivated to play Seahawks, just not for the reasons you might think	https://assets.msn.com/labs/mind/BBWydDr.html	football_nfl	9.0	Nov 2019	football_nfl
Texas college football rankings: Baylor hangs on to No. 1	https://assets.msn.com/labs/mind/BBWydIC.html	football_ncaa	34.0	Nov 2019	football_ncaa
Things getting back to normal on I-83 hours after tractor-trailer crash	https://assets.msn.com/labs/mind/BBWDXtV.html	travelarticle	14.0	Nov 2019	travelarticle
Chef Alison Roman's Brooklyn Kitchen Is Just As Cool As You Imagined It	https://assets.msn.com/labs/mind/BBWydIL.html	videos	135.0	Nov 2019	videos
17 restaurants that will be open on Thanksgiving	https://assets.msn.com/labs/mind/BBWydT6.html	restaurantsandnews	6882.0	Nov 2019	restaurantsandnews
Dance in L.A. this week: New Zealand's Black Grace and more	https://assets.msn.com/labs/mind/BBWydWr.html	newsus	18.0	Nov 2019	newsus
Wigwam announces Sheboygan sock sale just in time for the holidays | Streetwise	https://assets.msn.com/labs/mind/BBWDY1N.html	lifestylebuzz	5.0	Nov 2019	lifestylebuzz
Miami Man Crowned 'Stone Crab Claw Eating Contest Champ' In The Keys	https://assets.msn.com/labs/mind/BBWydXe.html	lifestylebuzz	44.0	Nov 2019	lifestylebuzz
Red tide is back off the coast of Florida. Residents aren't sure how much more they can take	https://assets.msn.com/labs/mind/BBWDY3w.html	weathertopstories	319.0	Nov 2019	weathertopstories
"We Could Watch These ""Wheel Cakes"" Being Made All Day"	https://assets.msn.com/labs/mind/BBWydfM.html	foodnews	2406.0	Nov 2019	foodnews
Report: Cam Newton 'highly unlikely' to be with Panthers next season	https://assets.msn.com/labs/mind/BBWydiy.html	football_nfl	24.0	Nov 2019	football_nfl
Local soul legend Ernie 'Sweetwater' Johnson finally gets a headstone after almost 15 years	https://assets.msn.com/labs/mind/BBWydjT.html	musicnews	25.0	Nov 2019	musicnews
Tractor-trailer crash causing I-26 morning commute headache	https://assets.msn.com/labs/mind/BBWDY9g.html	autosnews	10.0	Nov 2019	autosnews
Louisville-Youngstown State preview: Cardinals make 2019-20 home debut	https://assets.msn.com/labs/mind/BBWydjp.html	more_sports	16.0	Nov 2019	more_sports
Chicago Commuters Brace For A Morning Of Frigid Temperatures	https://assets.msn.com/labs/mind/BBWDYDL.html	weathertopstories	4.0	Nov 2019	weathertopstories
Indiana State Museum to host exhibit exploring opioid crisis	https://assets.msn.com/labs/mind/BBWydms.html	newsworld	3.0	Nov 2019	newsworld
'Chromatic Homes' is the Louisville adult coloring book you didn't know you needed	https://assets.msn.com/labs/mind/BBWDYGN.html	lifestylebuzz	19.0	Nov 2019	lifestylebuzz
Dad turns made-up bedtime story into a real book for daughter's birthday	https://assets.msn.com/labs/mind/BBWsRlY.html	viral	42.0	Nov 2019	viral
Rep. Will Hurd previews public hearings in impeachment inquiry	https://assets.msn.com/labs/mind/BBWydnn.html	news	8.0	Nov 2019	news
World's Most Expensive SUV Looks Like Nothing Else	https://assets.msn.com/labs/mind/BBWDYNR.html	autosenthusiasts	1050.0	Nov 2019	autosenthusiasts
What Menopause Does to Women's Brains	https://assets.msn.com/labs/mind/BBWsRpz.html	wellness	2865.0	Nov 2019	wellness
Full women's basketball 2019-20 season preview	https://assets.msn.com/labs/mind/BBWydoZ.html	more_sports	3.0	Nov 2019	more_sports
Driver Strikes Tree, Another Hits Deer In 2 Separate Accidents Just 1 Mile Apart On Roosevelt Boulevard	https://assets.msn.com/labs/mind/BBWDYNw.html	newsus	55.0	Nov 2019	newsus
House GOP lays out defense strategy for Trump	https://assets.msn.com/labs/mind/BBWDYR2.html	news	6.0	Nov 2019	news
"Open: This is ""Face the Nation,"" November 10"	https://assets.msn.com/labs/mind/BBWye15.html	news	6.0	Nov 2019	news
The problem opponents now face when playing Celtics	https://assets.msn.com/labs/mind/BBWDYSJ.html	basketball_nba	15.0	Nov 2019	basketball_nba
Live updates: UConn women open their season vs. Cal	https://assets.msn.com/labs/mind/BBWye7C.html	basketball_ncaa	15.0	Nov 2019	basketball_ncaa
Stephen A. Smith will reportedly be paid more than 300 NBA players	https://assets.msn.com/labs/mind/BBWye8F.html	basketball_nba	104.0	Nov 2019	basketball_nba
Broadway Actress Laurel Griggs Dies at Age 13	https://assets.msn.com/labs/mind/BBWye8T.html	musicnews	28929.0	Nov 2019	musicnews
Targa Resources finds buyer for Permian Basin crude oil assets	https://assets.msn.com/labs/mind/BBWDYck.html	financenews	51.99999999999999	Nov 2019	financenews
Bengals vs. Ravens Week 10 inactives: Lamar Jackson, Earl Thomas are both active	https://assets.msn.com/labs/mind/BBWyeAH.html	football_nfl	3.0	Nov 2019	football_nfl
Suns are exceeding expectations as a team, but how many players actually are?	https://assets.msn.com/labs/mind/BBWyeAl.html	basketball_nba	6.0	Nov 2019	basketball_nba
Meghan Markle Smudged Makeup on a Fan's Coat & He Reacted Perfectly	https://assets.msn.com/labs/mind/BBWsS8r.html	lifestyleroyals	4910.999999999999	Nov 2019	lifestyleroyals
Vehicle Crashes Into Second Floor Of Toms River Building, At Least 1 Dead	https://assets.msn.com/labs/mind/BBWyeBX.html	newsus	14.0	Nov 2019	newsus
2,000 Entergy customers without power in Jefferson Parish	https://assets.msn.com/labs/mind/BBWDYs8.html	weathertopstories	7.0	Nov 2019	weathertopstories
List: School Closings/Delays in the Piedmont Triad for Wednesday, November 13	https://assets.msn.com/labs/mind/BBWDYuv.html	lifestylebuzz	3.0	Nov 2019	lifestylebuzz
Politician resigns after insensitive comments posted on Twitter	https://assets.msn.com/labs/mind/BBWsSJo.html	newspolitics	29.0	Nov 2019	newspolitics
What Happens To Your Brain And Body When You're Stressed About Money	https://assets.msn.com/labs/mind/BBWsSSG.html	personalfinance	1157.0	Nov 2019	personalfinance
Frank Clark active against Titans; LeSean McCoy will not play	https://assets.msn.com/labs/mind/BBWyeIf.html	football_nfl	88.0	Nov 2019	football_nfl
How to know when to refinance your mortgage	https://assets.msn.com/labs/mind/BBWDYzT.html	finance-real-estate	1141.0	Nov 2019	finance-real-estate
Thanksgiving Turkey Alternatives: 5 Birds You Should Eat Instead	https://assets.msn.com/labs/mind/BBWsSTF.html	tipsandtricks	205.0	Nov 2019	tipsandtricks
Amazon founder Jeff Bezos reportedly interested in owning NFL team	https://assets.msn.com/labs/mind/BBWyeJG.html	football_nfl	50.0	Nov 2019	football_nfl
Graham on the impeachment inquiry: 'I made my mind up. There's nothing there'	https://assets.msn.com/labs/mind/BBWyeM8.html	newspolitics	112.0	Nov 2019	newspolitics
Wendy Chioji: Celebrate her 'well-lived life' at Nov. 21 Orlando event	https://assets.msn.com/labs/mind/BBWDZ8X.html	newsus	13.0	Nov 2019	newsus
Amazon founder Jeff Bezos reportedly interested in owning NFL team	https://assets.msn.com/labs/mind/BBWyePS.html	football_nfl	297.0	Nov 2019	football_nfl
Veteran celebrates 90th birthday with skydive in Amelia Island	https://assets.msn.com/labs/mind/BBWyePb.html	newsoffbeat	27.0	Nov 2019	newsoffbeat
More than a dozen potential buyers line up to bid on site of damaged PES refinery	https://assets.msn.com/labs/mind/BBWDZCA.html	newsus	34.0	Nov 2019	newsus
Town of Paradise remembers deadly, destructive Camp Fire one year after it began	https://assets.msn.com/labs/mind/BBWsSgy.html	weathertopstories	3.0	Nov 2019	weathertopstories
Local Boxing Group Helping Veterans Blend Back Into Society	https://assets.msn.com/labs/mind/BBWyeQ0.html	newsus	15.0	Nov 2019	newsus
"Pentagon official: President Trump froze ""essential"" military aid to Ukraine"	https://assets.msn.com/labs/mind/BBWDZGR.html	newspolitics	4.0	Nov 2019	newspolitics
Ford Mustang Jack Roush Edition Has It All: 775 HP and a Manual Transmission	https://assets.msn.com/labs/mind/BBWsSiM.html	autosenthusiasts	793.0	Nov 2019	autosenthusiasts
Florida Good News: Steven Tyler, Florida Veteran, Firefighters	https://assets.msn.com/labs/mind/BBWyeQv.html	lifestylebuzz	13.0	Nov 2019	lifestylebuzz
Daywatch: Record low temps expected, a Chicago native considers White House run and other things to know about to start your day	https://assets.msn.com/labs/mind/BBWDZHY.html	newsus	9.0	Nov 2019	newsus
A Mysterious Wave of Texts Hit America's Phones Overnight	https://assets.msn.com/labs/mind/BBWsSil.html	science	85.0	Nov 2019	science
Extinction Rebellion activists sail sinking house down River Thames	https://assets.msn.com/labs/mind/BBWyeRR.html	newsus	5.0	Nov 2019	newsus
Ask LaFleur: Why are some manholes below the pavement on newly paved roads?	https://assets.msn.com/labs/mind/BBWDZIe.html	newsscienceandtechnology	5.0	Nov 2019	newsscienceandtechnology
Jorge Del Rio: Funeral Tuesday for Dayton officer killed in line of duty	https://assets.msn.com/labs/mind/BBWDZJj.html	newsworld	3.0	Nov 2019	newsworld
Dan Quinn cedes defensive coordinator duties to Jeff Ulbrich	https://assets.msn.com/labs/mind/BBWyeXN.html	football_nfl	3.0	Nov 2019	football_nfl
'We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service	https://assets.msn.com/labs/mind/BBWDZP7.html	football_nfl	1150.0	Nov 2019	football_nfl
Why the Panthers' Christian McCaffrey needs to break records to win NFL MVP	https://assets.msn.com/labs/mind/BBWyeXr.html	football_nfl	10.0	Nov 2019	football_nfl
Google Maps Says This Is the Worst Time to Leave for Thanksgiving Travel	https://assets.msn.com/labs/mind/BBWDZTR.html	traveltips	3871.9999999999995	Nov 2019	traveltips
Watch Gordon Hayward's Adorable Daughters Take Care Of Their Injured Dad	https://assets.msn.com/labs/mind/BBWyeY8.html	basketball_nba	21.0	Nov 2019	basketball_nba
Closings and delays	https://assets.msn.com/labs/mind/BBWDZXF.html	weathertopstories	4.0	Nov 2019	weathertopstories
Cincinnati Zoo's new baby bearcat has a name	https://assets.msn.com/labs/mind/BBWyeYg.html	newsoffbeat	6.0	Nov 2019	newsoffbeat
Chargers training in Colorado ahead of Mexico City showdown with Chiefs	https://assets.msn.com/labs/mind/BBWDZXK.html	football_nfl	4.0	Nov 2019	football_nfl
12 wines to try in November, with our Thanksgiving ranking (photos)	https://assets.msn.com/labs/mind/BBWyebj.html	newstrends	3.0	Nov 2019	newstrends
Aircraft drops fire-retardant to combat growing Australian blaze	https://assets.msn.com/labs/mind/BBWDZZx.html	newsworld	3.0	Nov 2019	newsworld
How Elizabeth Warren became a liberal firebrand; Delco prison chief to retire after Inquirer/Caucus investigation | Morning Newsletter	https://assets.msn.com/labs/mind/BBWDZdb.html	newspolitics	40.0	Nov 2019	newspolitics
Frigid AM Weather Update With Anne Elise Parks	https://assets.msn.com/labs/mind/BBWDZeh.html	weathertopstories	82.00000000000001	Nov 2019	weathertopstories
Feds charge New York firm with illegally selling Chinese-made security equipment as American-made	https://assets.msn.com/labs/mind/BBWyejj.html	news	19.0	Nov 2019	news
Broncos on the Rox podcast: Week 11	https://assets.msn.com/labs/mind/BBWDZfq.html	football_nfl	31.0	Nov 2019	football_nfl
What to read into and not to read into from Michigan State's opening game	https://assets.msn.com/labs/mind/BBWyem0.html	basketball_ncaa	3.0	Nov 2019	basketball_ncaa
Alex's Tavern: 66 years of beers, burgers and good times in Memphis	https://assets.msn.com/labs/mind/BBWDZgT.html	newstrends	3.0	Nov 2019	newstrends
The 49ers defense hasn't been tested by any elite quarterbacks	https://assets.msn.com/labs/mind/BBWyepm.html	football_nfl	29.0	Nov 2019	football_nfl
Woman killed in Wentzville hit-and-run	https://assets.msn.com/labs/mind/BBWDZn8.html	newsus	38.99999999999999	Nov 2019	newsus
Next week's Arctic blast will be so cold, forecasters expect it to break 170 records across US	https://assets.msn.com/labs/mind/BBWsTL2.html	weathertopstories	78.0	Nov 2019	weathertopstories
After Math: These aren't deals	https://assets.msn.com/labs/mind/BBWyeqO.html	newsscienceandtechnology	102.99999999999999	Nov 2019	newsscienceandtechnology
Judge Napolitano on Trump releasing Ukraine transcript, DACA going before Supreme Court	https://assets.msn.com/labs/mind/BBWDZux.html	news	6.0	Nov 2019	news
DC, Virginia Dream Homes: Japanese-Inspired Home, Lakefront Digs	https://assets.msn.com/labs/mind/BBWyevI.html	finance-real-estate	5.0	Nov 2019	finance-real-estate
"Pentagon official: President Trump froze ""essential"" military aid to Ukraine"	https://assets.msn.com/labs/mind/BBWDZvB.html	newspolitics	12.0	Nov 2019	newspolitics
Must-See Fashion Police Moments to Swoon Over This Week	https://assets.msn.com/labs/mind/BBWsTf9.html	celebhub	6630.0	Nov 2019	celebhub
High school football: Cashion claims District A-3 title with win over Minco	https://assets.msn.com/labs/mind/BBWyew5.html	football_ncaa	4.0	Nov 2019	football_ncaa
Kemba Walker leads Celtics to eighth straight win	https://assets.msn.com/labs/mind/BBWDa0P.html	basketball_nba	14.0	Nov 2019	basketball_nba
Knicks: Damage to Westchester County Center basketball court cancels team's home opener	https://assets.msn.com/labs/mind/BBWyewd.html	basketball_nba	18.0	Nov 2019	basketball_nba
China aims to build its own Yellowstone on Tibetan plateau	https://assets.msn.com/labs/mind/BBWDa7S.html	newsworld	509.99999999999994	Nov 2019	newsworld
Man At Large After Allegedly Attempting To Run Down Officer After Calif. Pursuit	https://assets.msn.com/labs/mind/BBWyf1G.html	newscrime	305.0	Nov 2019	newscrime
Your guide to what to see at the Houston Cinema Arts Festival	https://assets.msn.com/labs/mind/BBWDaK8.html	movienews	11.0	Nov 2019	movienews
Happy Friday! What if You Always Had It Off? Why Don't You?	https://assets.msn.com/labs/mind/BBWsTlI.html	markets	260.0	Nov 2019	markets
Tim McGraw earns cheat meal after shedding 40 pounds	https://assets.msn.com/labs/mind/BBWyf1u.html	music-celebrity	986.0	Nov 2019	music-celebrity
Arctic Air, Beautiful Shelter, Outdoor Ice Rinks: News Nearby	https://assets.msn.com/labs/mind/BBWDaNQ.html	newsus	20.0	Nov 2019	newsus
Gobert goes for 25 and 14 as Jazz beat frustrated Warriors	https://assets.msn.com/labs/mind/BBWDaP9.html	basketball_nba	97.0	Nov 2019	basketball_nba
Red Cross assisting 12 people displaced by Sunday morning fire in Lewiston	https://assets.msn.com/labs/mind/BBWyf3K.html	travelnews	7.0	Nov 2019	travelnews
Empowering Women: Veteran turns passion into business in Ada	https://assets.msn.com/labs/mind/BBWDae8.html	lifestylebuzz	22.0	Nov 2019	lifestylebuzz
Hundreds pause at Cincinnati Museum Center to honor nation's veterans	https://assets.msn.com/labs/mind/BBWyf6o.html	news	10.0	Nov 2019	news
Hayward injured, Tatum cold, but Celtics keep rolling	https://assets.msn.com/labs/mind/BBWDaf3.html	basketball_nba	159.0	Nov 2019	basketball_nba
Detroit Lions at Chicago Bears live score updates, highlights	https://assets.msn.com/labs/mind/BBWyf9O.html	football_nfl	13.0	Nov 2019	football_nfl
Search Underway In Thornton For Boys Who Ran Away Without Coats Or Shoes	https://assets.msn.com/labs/mind/BBWDamd.html	lifestylebuzz	38.0	Nov 2019	lifestylebuzz
Daily temperature records could be broken in southeast Michigan Monday and Tuesday	https://assets.msn.com/labs/mind/BBWyfAN.html	weathertopstories	43.0	Nov 2019	weathertopstories
Law keeps medical marijuana out of vets' reach	https://assets.msn.com/labs/mind/BBWDanY.html	medical	42.0	Nov 2019	medical
Old Navy spin-off in doubt after Gap's Peck departs: analysts	https://assets.msn.com/labs/mind/BBWsUIc.html	finance-top-stocks	24.0	Nov 2019	finance-top-stocks
A Russian professor was pulled from a river. Police said a woman's arms were found in his rucksack	https://assets.msn.com/labs/mind/BBWyfDz.html	newsworld	2959.0	Nov 2019	newsworld
Giant Aramco listing is a critical test for young Saudi exchange	https://assets.msn.com/labs/mind/BBWDayS.html	finance-companies	784.0	Nov 2019	finance-companies
Nate Diaz says he isn't retired: 'I'll fight tonight'	https://assets.msn.com/labs/mind/BBWyfIq.html	mma	4.0	Nov 2019	mma
Shane Q's future on 'The Voice' in the hands of viewers	https://assets.msn.com/labs/mind/BBWDaz6.html	newsoffbeat	18.0	Nov 2019	newsoffbeat
Cold weather: 70% of the country will experience freezing temperatures this week	https://assets.msn.com/labs/mind/BBWDb4S.html	weathertopstories	17094.0	Nov 2019	weathertopstories
Matthew Stafford has fractured bones in back, will not play vs. Bears	https://assets.msn.com/labs/mind/BBWyfR4.html	football_nfl	7.0	Nov 2019	football_nfl
51 children injured in chemical attack at China kindergarten	https://assets.msn.com/labs/mind/BBWDbTU.html	newsworld	6058.0	Nov 2019	newsworld
The son of a Chinese billionaire has been banned from flying first class, playing golf, buying property, or going clubbing	https://assets.msn.com/labs/mind/BBWDbTe.html	newsworld	32809.0	Nov 2019	newsworld
25 Stocking Stuffers For $25 or Less That Anyone Would Love	https://assets.msn.com/labs/mind/BBWsUa4.html	shop-holidays	343.00000000000006	Nov 2019	shop-holidays
1 dead, 4 injured in club shooting	https://assets.msn.com/labs/mind/BBWyfXh.html	newscrime	16.0	Nov 2019	newscrime
Police: Nurse arrested for alleged sexual conduct with patient	https://assets.msn.com/labs/mind/BBWDkHO.html	newsscienceandtechnology	34.0	Nov 2019	newsscienceandtechnology
Bloomberg to pass on Iowa, NH, focus on Super Tuesday states	https://assets.msn.com/labs/mind/BBWsUas.html	elections-2020-us	449.0	Nov 2019	elections-2020-us
Cowboys vs. Vikings odds, prediction, betting trends for 'Sunday Night Football'	https://assets.msn.com/labs/mind/BBWyfYs.html	football_nfl	132.0	Nov 2019	football_nfl
Frisco ISD Adding 10 Minutes To School Day Next Year	https://assets.msn.com/labs/mind/BBWDkIQ.html	newsus	33.0	Nov 2019	newsus
LSU, Ohio State, and Clemson control path to College Football Playoff, but who else does too?	https://assets.msn.com/labs/mind/BBWyfZY.html	football_ncaa	6801.0	Nov 2019	football_ncaa
Global warming and cold weather explained	https://assets.msn.com/labs/mind/BBWDkK6.html	weathertopstories	196.0	Nov 2019	weathertopstories
Can't stand the heat! Cities are banning gas stoves to save the planet	https://assets.msn.com/labs/mind/BBWyfdV.html	lifestyle	107.0	Nov 2019	lifestyle
Spurs' loss to Grizzlies puts damper on Tony Parker festivities	https://assets.msn.com/labs/mind/BBWDkNO.html	basketball_nba	9.0	Nov 2019	basketball_nba
I Got to Interview Eric Ebron! Stampede Blue Wins!	https://assets.msn.com/labs/mind/BBWDkNW.html	football_nfl	4.0	Nov 2019	football_nfl
GOP memo outlines party's plan to defend Trump ahead of public hearings	https://assets.msn.com/labs/mind/BBWDkNx.html	newspolitics	1962.9999999999998	Nov 2019	newspolitics
Clint Eastwood Isn't Going to Stop Working for Some Puny Wildfire	https://assets.msn.com/labs/mind/BBWyflj.html	movienews	351.0	Nov 2019	movienews
'It's a game changer': K9 for Veterans program helps local vets battling PTSD	https://assets.msn.com/labs/mind/BBWDkOS.html	travelarticle	29.0	Nov 2019	travelarticle
Here is who national experts are saying will win Chiefs-Titans game	https://assets.msn.com/labs/mind/BBWyfoI.html	football_nfl	6.0	Nov 2019	football_nfl
How to prevent fires in your home during cold weather	https://assets.msn.com/labs/mind/BBWDkXF.html	wellness	8.0	Nov 2019	wellness
The Carolina Hurricanes Fan Ice Cream Theft Had to Be Staged	https://assets.msn.com/labs/mind/BBWDkeA.html	newsoffbeat	3.0	Nov 2019	newsoffbeat
Jordan Matthews rejoins an Eagles wide receiver group that needs all the help he can provide, and more	https://assets.msn.com/labs/mind/BBWDkgB.html	football_nfl	5.0	Nov 2019	football_nfl
13 Unexpected Reasons Why You Might Have A Fever	https://assets.msn.com/labs/mind/BBWyfsu.html	medical	1620.0	Nov 2019	medical
Bears vs. Lions: Everything you need to know about the Week 10 game before kickoff at noon	https://assets.msn.com/labs/mind/BBWyftH.html	football_nfl	16.0	Nov 2019	football_nfl
Virtual reality company Magic Leap announces fifth round of venture funding	https://assets.msn.com/labs/mind/BBWDkj2.html	newsscienceandtechnology	11.0	Nov 2019	newsscienceandtechnology
Room in the Inn still not open for homeless, but emergency shelter is available	https://assets.msn.com/labs/mind/BBWyfuE.html	travelarticle	21.0	Nov 2019	travelarticle
Apartments for rent in Louisville: What will $1,500 get you?	https://assets.msn.com/labs/mind/BBWDklv.html	finance-real-estate	8.0	Nov 2019	finance-real-estate
Tuscaloosa voters react to President Trump's presence at the Alabama-LSU game	https://assets.msn.com/labs/mind/BBWyfww.html	news	3.0	Nov 2019	news
Houston Astros' Álvarez Named Rookie Of The Year	https://assets.msn.com/labs/mind/BBWDkoV.html	baseball_mlb	120.0	Nov 2019	baseball_mlb
People enjoying fall before blast of cold	https://assets.msn.com/labs/mind/BBWyfyM.html	travelarticle	41.0	Nov 2019	travelarticle
Cashman: Yankees will pursue free agents Cole, Strasburg	https://assets.msn.com/labs/mind/BBWDkom.html	baseball_mlb	1404.0	Nov 2019	baseball_mlb
Local Marine reflects 40 years after capture, gives remarks at Veterans Day celebration	https://assets.msn.com/labs/mind/BBWyg1v.html	newsoffbeat	82.0	Nov 2019	newsoffbeat
What to Do With That Rotting Pumpkin Corpse	https://assets.msn.com/labs/mind/BBWyg3Y.html	newstrends	15.0	Nov 2019	newstrends
Prescription for Debt: 'Sometimes I can't pay certain bills, because I have to pay for my drugs.'	https://assets.msn.com/labs/mind/BBWDkwy.html	medical	4.0	Nov 2019	medical
Deltona man films veterans' stories for documentary	https://assets.msn.com/labs/mind/BBWyg5D.html	movienews	7.0	Nov 2019	movienews
49ers no longer perfect, fall to Seahawks 27-24 in overtime	https://assets.msn.com/labs/mind/BBWDlU4.html	football_nfl	6.0	Nov 2019	football_nfl
Winners, losers from Seahawks' wild overtime win over 49ers on 'Monday Night Football'	https://assets.msn.com/labs/mind/BBWDlWk.html	football_nfl	3696.0	Nov 2019	football_nfl
Arizona Cardinals vs. Tampa Bay Buccaneers: Game Preview	https://assets.msn.com/labs/mind/BBWyg6y.html	football_nfl	5.0	Nov 2019	football_nfl
Veterans, first responders, surfers paddle from Catalina to Huntington Beach to bring awareness to veterans' issues	https://assets.msn.com/labs/mind/BBWDlb3.html	more_sports	3.0	Nov 2019	more_sports
MDOT: All closures in I-196 interchange project are now scheduled to be open	https://assets.msn.com/labs/mind/BBWyg7d.html	autosnews	19.0	Nov 2019	autosnews
2019 ASCAP Awards: Garth Brooks and Carrie Underwood surprise and honor Randy Travis	https://assets.msn.com/labs/mind/BBWDlpN.html	musicnews	3.0	Nov 2019	musicnews
